County,Days_on_Market,Days_On_Market_Growth_YoY,Avg_Home_Value,Home_Value_Growth_YoY,Inventory_Surplus_Deficit,Population,Sale_Inventory_Growth_YoY,Sale_Inventory_Growth_MoM,Home_Sales_Growth_YoY,Price_Cut_Percentage,Population_Growth,Cap_Rate,Home_Price_Forecast,Vacancy_Rate,Median_Age,Housing_Unit_Growth_Rate
"St. Bernard, LA",75.0,16.4,211599.0,,32.5,44172.0,0.7,,,26.4,,8.5,37.0,12.2,35.8,5.9
"St. Charles, LA",61.0,23.2,258667.0,0.5,83.0,51863.0,22.2,0.7,,25.2,,7.2,29.0,9.5,39.1,0.0
"St. Charles, MO",39.0,14.7,364159.0,2.6,8.4,416659.0,26.1,8.4,13.1,18.8,4.3,5.2,47.0,3.9,40.2,8.7
"St. Clair, AL",55.0,10.5,267793.0,,12.2,95552.0,,,,23.9,7.7,5.6,45.0,11.4,41.2,7.3
"St. Clair, IL",41.0,10.8,174186.0,1.5,,251018.0,35.3,15.5,,15.7,,8.1,55.0,11.6,39.7,
"St. Clair, MI",38.0,18.7,249889.0,2.7,,159874.0,13.8,14.3,,22.9,0.3,4.6,54.0,5.3,44.8,1.0
"St. Clair, MO",67.0,14.0,200307.0,4.9,1.2,9451.0,30.4,25.0,50.0,11.4,0.7,,49.0,22.7,47.2,
"St. Croix, WI",,,,,,,51.3,14.3,3.3,20.4,7.8,4.1,52.0,2.0,40.9,8.5
"St. Francis, AR",61.0,,77410.0,,,22740.0,9.3,14.7,,8.6,,,54.0,17.7,39.7,
"St. Francois, MO",51.0,23.9,187388.0,4.2,24.2,67058.0,19.8,4.7,,26.1,0.5,,44.0,12.0,41.2,
"St. Helena, LA",57.0,,170692.0,0.3,35.2,10849.0,,,0.0,0.0,4.2,6.9,37.0,22.7,42.4,0.7
"St. James, LA",102.0,64.5,188843.0,,4.9,19797.0,,,14.2,32.4,,7.1,39.0,14.0,40.8,
"St. John the Baptist, LA",68.0,,204840.0,2.0,19.8,41342.0,1.9,,,19.0,,9.2,42.0,16.1,38.5,0.1
"St. Johns, FL",64.0,16.3,510465.0,,54.4,320110.0,25.5,4.2,,34.9,25.8,4.8,34.0,10.7,44.0,27.5
"St. Joseph, IN",40.0,15.9,216614.0,4.8,8.2,272848.0,18.9,,,23.2,0.7,7.2,48.0,10.3,36.8,1.5
"St. Joseph, MI",43.0,29.3,202181.0,1.9,14.8,60870.0,34.4,7.6,,28.1,,,47.0,13.3,39.8,
"St. Landry, LA",68.0,,127607.0,,,81464.0,,5.0,,19.1,,,46.0,7.3,37.7,1.2
"St. Lawrence, NY",,,,,,,25.7,12.6,17.6,17.1,,,58.0,17.6,39.9,
"St. Louis, MN",,,,,,,29.9,27.7,,18.5,0.3,6.4,55.0,16.2,41.7,
"St. Louis, MO",44.0,6.1,178788.0,1.6,15.8,281754.0,8.2,6.2,2.0,24.1,,8.1,45.0,13.9,37.2,
"St. Louis, MO",44.0,6.1,178788.0,1.6,15.8,281754.0,8.2,6.2,2.0,24.1,,8.1,50.0,6.1,40.6,1.1
"St. Louis, MO",44.0,6.1,178788.0,1.6,15.8,281754.0,26.8,5.7,1.7,21.6,,5.7,45.0,13.9,37.2,
"St. Louis, MO",44.0,6.1,178788.0,1.6,15.8,281754.0,26.8,5.7,1.7,21.6,,5.7,50.0,6.1,40.6,1.1
"St. Louis, MO",36.0,30.9,281289.0,2.7,,987059.0,8.2,6.2,2.0,24.1,,8.1,45.0,13.9,37.2,
"St. Louis, MO",36.0,30.9,281289.0,2.7,,987059.0,8.2,6.2,2.0,24.1,,8.1,50.0,6.1,40.6,1.1
"St. Louis, MO",36.0,30.9,281289.0,2.7,,987059.0,26.8,5.7,1.7,21.6,,5.7,45.0,13.9,37.2,
"St. Louis, MO",36.0,30.9,281289.0,2.7,,987059.0,26.8,5.7,1.7,21.6,,5.7,50.0,6.1,40.6,1.1
"St. Lucie, FL",,,,,,,27.1,,,26.7,16.3,7.2,28.0,12.6,45.2,16.8
"St. Martin, LA",88.0,61.4,164820.0,,6.1,51559.0,24.7,,,24.8,,8.8,45.0,15.7,39.7,2.3
"St. Mary's, MD",30.0,12.1,423202.0,2.9,,115281.0,30.0,7.8,,20.8,2.3,,56.0,7.3,38.7,1.4
"St. Mary, LA",101.0,51.3,124270.0,0.7,0.7,48455.0,37.0,3.3,28.5,30.1,,,45.0,16.9,39.7,
"St. Tammany, LA",60.0,22.4,286845.0,0.7,32.9,275583.0,20.7,4.9,2.2,28.8,6.7,,40.0,8.2,40.8,10.3
"Stafford, KS",81.0,97.5,93239.0,2.8,,4004.0,,5.2,,0.0,,,48.0,24.0,42.1,
"Stafford, VA",26.0,13.0,542960.0,4.5,10.0,165428.0,119.7,14.5,,19.1,10.3,5.1,51.0,2.8,36.4,10.0
"Stanislaus, CA",,,,,,,46.7,7.6,,26.8,0.2,4.5,41.0,3.8,35.1,2.1
"Stanley, SD",,,,,,,166.6,14.2,200.0,0.0,0.5,,48.0,17.4,43.7,6.7
"Stanly, NC",50.0,14.2,294436.0,3.9,65.2,65699.0,58.3,9.6,,31.9,7.5,6.5,37.0,12.8,41.6,5.2
"Stanton, KS",354.0,395.1,139327.0,6.8,,2018.0,,,0.0,0.0,,,49.0,18.9,36.5,
"Stanton, NE",67.0,16.5,251238.0,2.4,11.3,5835.0,,,,17.3,,3.1,41.0,7.5,42.0,
"Stark, IL",46.0,14.2,132064.0,,,5324.0,100.0,20.0,,30.7,,7.0,55.0,11.4,44.6,
"Stark, ND",,,,,,,75.7,22.0,10.3,22.6,7.2,4.8,59.0,14.4,34.5,7.1
"Stark, OH",30.0,18.8,207065.0,7.0,,372716.0,53.5,6.5,1.7,17.1,0.3,5.5,53.0,7.3,42.2,0.9
"Starke, IN",55.0,42.8,208873.0,5.8,,23300.0,26.0,,27.2,30.4,1.5,,52.0,21.9,41.9,0.9
"Starr, TX",,,,,,,23.8,,25.0,13.2,3.1,,37.0,18.1,29.9,17.5
"Staunton, VA",30.0,,276345.0,3.9,,25765.0,1.9,30.0,,25.9,5.3,5.0,58.0,8.0,41.0,4.5
"Ste. Genevieve, MO",67.0,16.0,262735.0,6.9,12.2,18551.0,12.7,,,19.6,3.8,,46.0,14.5,43.2,
"Stearns, MN",,,,,,,17.9,10.0,,18.8,1.0,4.9,53.0,9.5,36.0,2.7
"Steele, MN",40.0,53.4,294260.0,4.4,9.7,37413.0,37.2,38.8,65.3,14.8,2.0,,49.0,5.5,40.2,2.1
"Stephens, GA",58.0,98.2,228520.0,3.6,48.3,26842.0,78.5,11.6,6.0,28.4,4.5,,41.0,16.7,41.2,
"Stephens, OK",60.0,16.5,135672.0,3.0,,43314.0,33.0,1.0,,20.3,,6.2,53.0,15.1,40.9,
"Stephens, TX",89.0,2.3,155450.0,,52.6,9278.0,61.1,11.3,33.3,6.5,,,36.0,23.7,41.6,
"Stephenson, IL",50.0,28.2,146128.0,7.3,,44042.0,41.9,9.3,,18.3,,4.3,59.0,8.9,45.2,
"Sterling, TX",34.0,,163564.0,3.2,146.1,1389.0,14.2,33.3,0.0,0.0,21.7,,35.0,20.8,31.4,
"Steuben, IN",50.0,2.5,304599.0,4.9,14.4,34648.0,4.8,12.8,10.7,27.5,0.5,3.8,48.0,27.7,43.6,
"Steuben, NY",66.0,55.2,158794.0,2.7,,92162.0,32.2,7.6,,13.4,,9.2,53.0,18.8,43.7,
"Stevens, KS",47.0,,157242.0,4.4,,5212.0,,5.2,,28.5,,,58.0,20.2,38.0,
"Stevens, MN",,,,,,,39.1,23.0,,12.9,,,60.0,8.7,33.6,
"Stevens, WA",,,,,,,44.0,21.9,,32.3,7.3,2.9,42.0,15.9,46.8,4.4
"Stewart, GA",58.0,,81414.0,,,4978.0,,0.0,,50.0,,9.4,51.0,16.8,36.7,
"Stewart, TN",72.0,39.1,236503.0,2.9,70.1,13859.0,52.2,12.6,,29.2,4.1,4.4,36.0,22.7,44.6,
"Stillwater, MT",,,,,,,52.3,37.1,11.1,18.4,,3.2,49.0,16.9,47.4,
"Stoddard, MO",59.0,4.8,150965.0,2.9,,28547.0,10.5,14.6,,19.2,,,52.0,14.9,41.9,
"Stokes, NC",53.0,23.2,238921.0,4.7,13.9,44889.0,67.6,,73.0,21.1,,6.0,47.0,9.2,47.6,
"Stone, AR",66.0,,188509.0,0.5,12.0,12474.0,34.2,13.6,,14.0,0.2,,51.0,27.2,49.2,
"Stone, MO",72.0,1.0,332222.0,,72.4,31697.0,52.5,12.0,,25.3,0.5,,34.0,35.0,54.4,
"Stone, MS",57.0,,194639.0,6.5,1.1,18515.0,13.3,,,16.3,0.7,7.1,51.0,12.8,39.3,2.4
"Stonewall, TX",96.0,17.7,97896.0,,7.6,1244.0,,,0.0,0.0,,,37.0,35.0,46.5,
"Storey, NV",,,,,,,,,0.0,23.5,5.0,2.7,46.0,11.2,56.8,9.8
"Story, IA",43.0,8.1,270062.0,3.4,,98566.0,34.3,19.3,,12.9,0.4,3.6,53.0,8.0,27.6,3.4
"Strafford, NH",,,,,,,,25.4,,15.2,2.4,4.4,57.0,6.1,38.4,4.9
"Stutsman, ND",,,,,,,27.2,9.3,,14.5,2.1,3.9,56.0,10.5,40.6,1.7
"Sublette, WY",72.0,,448009.0,2.9,0.8,8806.0,32.7,16.2,0.0,13.6,,,52.0,29.0,42.8,
"Suffolk, MA",,,,,,,37.6,18.9,,27.3,,4.6,40.0,7.8,34.3,5.5
"Suffolk, NY",,,,,,,9.2,10.3,,9.7,2.8,5.4,56.0,12.5,42.1,0.8
"Suffolk, VA",40.0,6.6,378435.0,2.6,1.0,100659.0,11.0,0.0,14.3,24.3,10.3,5.0,48.0,5.4,39.8,11.0
"Sullivan, IN",45.0,,152550.0,10.3,19.1,20766.0,40.0,10.5,,11.7,,6.3,53.0,12.5,41.3,
"Sullivan, MO",82.0,0.6,92004.0,,43.4,5903.0,,6.1,,26.6,,,36.0,32.7,44.2,
"Sullivan, NH",,,,,,,7.3,31.1,,15.6,0.9,3.5,61.0,26.5,47.3,
"Sullivan, NY",,,,,,,26.8,26.4,38.8,18.4,5.8,,56.0,38.6,41.5,
"Sullivan, PA",51.0,10.8,194298.0,2.5,,5849.0,54.2,42.1,100.0,12.9,,,64.0,54.7,56.1,
"Sullivan, TN",45.0,27.1,256419.0,2.7,20.8,162135.0,32.1,2.3,,27.9,2.8,6.8,45.0,10.4,45.4,1.2
"Summers, WV",44.0,,145065.0,7.3,,11833.0,,,100.0,9.7,,,55.0,26.5,50.4,
"Summit, CO",58.0,4.5,1008082.0,,10.3,30857.0,35.0,19.4,,10.5,1.4,4.0,44.0,61.2,39.2,3.0
"Summit, OH",35.0,30.8,216873.0,4.8,,535733.0,33.6,3.8,0.6,23.1,,5.6,55.0,6.7,41.3,1.3
"Summit, UT",73.0,,1320421.0,1.5,1.4,42709.0,16.9,5.3,,13.3,5.4,2.1,49.0,44.7,41.0,
"Sumner, KS",53.0,1.9,138794.0,2.1,,22386.0,,,15.7,28.5,,6.7,52.0,13.6,41.2,
"Sumner, TN",40.0,56.8,441255.0,0.9,57.0,207994.0,40.2,8.8,,26.2,11.1,4.3,34.0,5.5,39.4,15.6
"Sumter, AL",66.0,,108191.0,,,12020.0,,,100.0,0.0,,,48.0,24.7,34.9,
"Sumter, FL",63.0,40.0,397108.0,,86.6,151565.0,41.0,0.1,,35.6,17.7,5.5,29.0,17.4,68.2,22.5
"Sumter, GA",70.0,40.6,126104.0,,7.6,29174.0,53.8,6.0,75.0,8.9,,,46.0,19.6,37.0,
"Sumter, SC",54.0,10.2,194919.0,1.9,24.7,104165.0,30.7,0.1,,30.2,,8.0,45.0,16.5,38.2,
"Sunflower, MS",94.0,11.3,95519.0,,64.3,25328.0,65.2,10.1,25.0,8.1,,,30.0,14.4,37.6,
"Surry, NC",45.0,,212886.0,4.6,20.8,71462.0,41.3,7.5,,32.6,,,49.0,9.3,44.2,
"Surry, VA",31.0,,278793.0,1.1,47.0,6552.0,11.4,61.9,150.0,11.1,,4.0,46.0,19.8,50.7,
"Susquehanna, PA",,,,,,,14.0,28.0,24.0,19.5,,,60.0,26.6,48.6,
"Sussex, DE",,,,,,,33.4,3.1,,21.6,14.9,,49.0,28.6,52.6,10.7
"Sussex, NJ",,,,,,,23.1,22.7,,12.1,3.7,5.4,62.0,6.6,43.2,0.6
"Sussex, VA",47.0,,171928.0,,,10793.0,,2.7,175.0,15.3,,7.3,50.0,20.6,41.0,
"Sutter, CA",,,,,,,41.2,7.1,11.9,39.0,1.1,4.8,42.0,4.6,38.0,1.3
"Sutton, TX",121.0,21.4,158117.0,,,3306.0,31.0,0.0,,21.0,,,43.0,28.9,34.9,
"Suwannee, FL",81.0,2.2,265405.0,2.7,21.0,44484.0,24.2,0.0,,22.8,1.2,,44.0,18.3,42.5,
"Swain, NC",70.0,6.1,324549.0,2.6,24.0,14065.0,74.4,12.6,,14.2,,,48.0,31.5,42.6,
"Sweet Grass, MT",,,,,,,30.0,26.8,,27.5,1.6,,51.0,22.3,44.0,
"Sweetwater, WY",39.0,27.8,294094.0,7.2,,41786.0,6.2,0.5,9.3,32.9,,4.2,57.0,12.2,37.4,
"Swift, MN",,,,,,,58.8,0.0,300.0,19.0,3.9,,54.0,11.9,43.4,
"Swisher, TX",66.0,,96338.0,,69.3,6981.0,56.8,15.9,0.0,25.0,,,33.0,19.2,36.5,
"Switzerland, IN",54.0,,240700.0,11.7,,9914.0,,,,14.2,,,58.0,11.4,42.1,
"Talbot, GA",40.0,,169513.0,,9.4,5753.0,52.9,13.0,,34.7,,7.5,51.0,17.4,50.5,
"Talbot, MD",51.0,,498693.0,3.0,,37707.0,49.4,8.5,6.2,18.4,1.3,5.4,52.0,17.5,51.1,
"Taliaferro, GA",198.0,364.7,154694.0,,146.1,1740.0,300.0,0.0,0.0,0.0,4.5,,24.0,34.5,44.8,
"Talladega, AL",65.0,8.3,180496.0,5.4,27.6,81132.0,25.2,,,19.7,1.6,6.9,45.0,12.1,42.7,2.3
"Tallahatchie, MS",108.0,97.2,101259.0,5.1,46.6,12363.0,22.2,,,30.7,,,38.0,21.2,38.4,
"Tallapoosa, AL",59.0,21.6,262896.0,1.3,24.8,41070.0,26.8,10.4,,23.3,1.0,,45.0,27.9,45.4,2.9
"Tama, IA",53.0,110.0,164254.0,5.1,0.5,16982.0,65.3,13.1,27.2,10.5,,,52.0,11.3,41.8,
"Taney, MO",68.0,16.2,258517.0,,54.5,56382.0,33.7,8.2,,26.3,3.0,5.4,35.0,25.8,42.0,
"Tangipahoa, LA",53.0,,216176.0,0.2,2.8,138064.0,0.7,5.5,,24.3,3.2,7.0,46.0,11.2,36.8,9.1
"Taos, NM",79.0,2.2,453283.0,,8.7,34516.0,25.2,4.4,400.0,15.3,4.9,4.6,46.0,31.4,51.9,1.3
"Tarrant, TX",44.0,25.7,332551.0,,64.2,2182947.0,37.3,10.3,,34.0,4.7,4.7,31.0,6.8,35.3,10.5
"Tate, MS",57.0,1.7,237953.0,0.7,0.6,28135.0,5.4,,,24.6,,4.9,48.0,7.0,38.5,1.3
"Tattnall, GA",86.0,,182391.0,4.1,,24215.0,37.0,,33.3,15.0,,,52.0,19.4,38.1,
"Taylor, FL",68.0,,186327.0,,,21422.0,,17.4,,12.5,,,50.0,32.2,43.8,0.9
"Taylor, GA",73.0,102.7,139338.0,,,7786.0,75.0,0.0,,0.0,,,50.0,22.1,42.9,
"Taylor, IA",124.0,103.2,126812.0,7.2,34.2,5901.0,78.5,13.6,33.3,22.8,,,44.0,14.4,43.6,
"Taylor, KY",82.0,41.9,208870.0,11.3,107.0,26205.0,105.2,5.4,42.8,30.9,2.7,,33.0,10.3,37.7,2.0
"Taylor, TX",52.0,2.9,203695.0,,40.8,146836.0,3.1,0.0,5.4,21.6,6.6,7.5,38.0,12.9,34.0,8.9
"Taylor, WI",,,,,,,60.0,,,21.3,,,49.0,15.9,44.1,
"Taylor, WV",66.0,,186728.0,6.9,,16543.0,,18.1,,16.0,,4.7,62.0,10.8,44.2,
"Tazewell, IL",33.0,0.7,172499.0,7.9,,129541.0,,,,17.9,,5.5,65.0,7.8,42.2,
"Tazewell, VA",67.0,30.3,134505.0,2.0,,39933.0,65.5,,58.3,14.1,,6.0,54.0,19.4,45.0,
"Tehama, CA",,,,,,,20.0,9.2,16.6,23.1,2.4,5.3,43.0,9.6,40.2,0.4
"Telfair, GA",124.0,76.5,109116.0,,0.0,12174.0,20.0,0.0,,18.1,,,42.0,34.3,39.4,
"Teller, CO",53.0,81.0,499343.0,1.1,100.6,24774.0,41.6,21.7,,31.6,2.7,4.3,29.0,16.7,52.0,2.9
"Tensas, LA",106.0,42.2,140886.0,,5.1,3992.0,63.6,12.5,0.0,0.0,,,38.0,41.9,47.4,
"Terrebonne, LA",91.0,25.5,175241.0,,39.1,103616.0,15.6,1.9,22.7,16.6,,9.0,37.0,10.7,37.9,3.4
"Terrell, GA",32.0,,109741.0,5.4,69.3,8941.0,100.0,41.4,100.0,23.5,0.9,9.8,41.0,20.8,41.4,1.6
"Terrell, TX",77.0,35.0,122944.0,,42.8,851.0,0.0,25.0,0.0,0.0,,,37.0,31.6,60.9,
"Terry, TX",74.0,,130805.0,0.7,72.4,11699.0,44.0,4.3,66.6,18.6,,,34.0,10.9,35.7,
"Teton, ID",67.0,36.7,837936.0,1.6,52.8,12101.0,76.3,19.6,,11.4,9.2,4.8,42.0,26.2,39.8,8.6
"Teton, MT",,,,,,,,0.0,,16.6,3.4,,52.0,16.6,43.0,0.4
"Teton, WY",108.0,0.9,2219743.0,,8.9,23358.0,25.4,13.0,,6.5,1.2,2.5,44.0,30.5,40.1,
"Texas, MO",74.0,51.5,199246.0,4.1,17.4,24956.0,52.2,4.2,,11.5,,,48.0,13.6,42.8,
"Texas, OK",57.0,,161297.0,2.7,122.2,20880.0,,,,7.0,,,33.0,18.8,33.4,2.7
"Thayer, NE",64.0,0.7,141620.0,6.4,141.3,4938.0,81.8,53.8,0.0,0.0,,,35.0,17.3,46.2,
"Thomas, GA",59.0,,210671.0,1.6,18.7,45696.0,34.8,,7.8,16.5,2.1,10.5,47.0,12.3,39.9,1.6
"Thomas, KS",53.0,,174795.0,7.8,23.7,7913.0,36.3,11.1,100.0,0.0,1.1,,51.0,13.3,35.3,0.1
"Throckmorton, TX",217.0,27.6,141249.0,,40.0,1589.0,50.0,,100.0,0.0,1.4,,21.0,28.5,42.7,
"Thurston, NE",187.0,249.5,161270.0,2.8,55.5,6666.0,,,0.0,0.0,,,29.0,13.4,28.7,
"Thurston, WA",,,,,,,17.7,28.7,,25.0,4.3,3.9,40.0,5.4,40.3,7.4
"Tift, GA",52.0,7.2,191834.0,,30.1,41322.0,36.1,2.6,39.1,27.8,2.0,,43.0,11.5,37.3,5.4
"Tillamook, OR",,,,,,,57.2,15.9,48.6,29.6,5.3,5.1,42.0,38.1,48.9,1.0
"Tillman, OK",57.0,1.7,53511.0,,81.4,6967.0,120.0,18.9,100.0,25.8,,,37.0,29.6,39.6,
"Tioga, NY",31.0,19.6,183458.0,4.9,,48106.0,32.6,7.6,,13.1,,5.9,60.0,7.9,44.8,
"Tioga, PA",75.0,23.9,205035.0,3.7,,41078.0,38.4,4.6,,11.6,,,58.0,22.7,45.0,
"Tippah, MS",72.0,23.2,143903.0,3.9,4.0,21621.0,0.0,,,16.3,,,47.0,20.5,39.7,1.2
"Tippecanoe, IN",29.0,17.1,291810.0,5.1,27.2,188792.0,98.2,22.4,5.7,20.5,,5.5,47.0,6.7,29.0,6.5
"Tipton, IN",28.0,34.9,229805.0,7.2,,15329.0,88.8,47.8,,23.5,0.7,5.5,57.0,8.3,44.5,
"Tipton, TN",46.0,,267249.0,1.2,51.8,61339.0,51.0,11.5,,22.6,,5.2,41.0,6.8,38.7,1.9
"Tishomingo, MS",85.0,34.3,187676.0,6.8,0.1,18738.0,1.6,13.9,12.5,16.6,,,50.0,18.1,43.5,1.5
"Titus, TX",71.0,12.7,236471.0,,62.2,31284.0,35.8,9.5,,30.6,,,36.0,9.0,34.7,
"Todd, KY",59.0,62.7,209078.0,10.9,37.1,12330.0,2.1,,100.0,11.1,,,43.0,14.0,36.3,
"Todd, MN",,,,,,,62.2,36.4,,31.6,3.9,,49.0,22.2,42.8,
"Tolland, CT",,,,,,,,,,,,4.4,,4.9,37.9,3.9
"Tom Green, TX",51.0,12.0,244151.0,1.4,114.1,119057.0,77.6,2.0,,21.3,0.7,5.3,31.0,9.5,37.2,8.3
"Tompkins, NY",39.0,34.4,342924.0,4.7,,103558.0,18.3,15.3,2.1,13.5,0.7,4.9,55.0,10.6,32.2,9.8
"Tooele, UT",50.0,26.5,481370.0,0.7,94.5,82051.0,55.7,7.4,,45.1,17.3,2.4,28.0,3.8,32.0,14.7
"Toole, MT",,,,,,,9.6,17.2,300.0,36.3,1.0,,57.0,21.5,38.8,
"Toombs, GA",67.0,,164851.0,2.4,,26943.0,60.0,19.4,100.0,15.0,,,56.0,16.1,37.2,
"Torrance, NM",87.0,17.9,211397.0,,,15290.0,,,,18.6,,6.2,49.0,20.2,42.5,
"Towner, ND",,,,,,,300.0,0.0,0.0,0.0,,,55.0,24.1,50.3,
"Towns, GA",65.0,25.0,398385.0,0.7,25.9,12739.0,58.2,17.2,15.7,21.5,11.5,5.8,45.0,33.2,56.9,6.8
"Traill, ND",,,,,,,15.0,9.5,0.0,0.0,,,49.0,9.2,40.7,
"Transylvania, NC",59.0,26.8,478399.0,3.9,0.2,33243.0,51.5,17.6,,24.3,,4.5,53.0,23.8,51.9,
"Traverse, MN",,,,,,,77.7,45.4,50.0,0.0,,,48.0,25.6,45.5,
"Travis, TX",47.0,6.8,510751.0,,83.8,1334961.0,24.5,14.1,,36.1,6.9,2.8,27.0,5.5,36.1,22.1
"Treasure, MT",,,,,,,200.0,,,0.0,,,45.0,20.2,53.4,2.7
"Trego, KS",225.0,252.9,129686.0,8.5,63.8,2778.0,36.0,6.2,0.0,0.0,,,31.0,19.5,47.7,
"Trempealeau, WI",,,,,,,12.5,,,24.3,4.5,,50.0,6.9,39.8,2.5
"Treutlen, GA",57.0,22.5,114133.0,,,6387.0,,50.0,0.0,0.0,,,61.0,13.0,39.6,
"Trigg, KY",76.0,72.7,145521.0,,15.5,14211.0,63.2,,,25.6,,7.1,43.0,21.1,46.6,
"Trimble, KY",34.0,33.3,225487.0,12.6,,8531.0,,22.2,100.0,42.1,,,62.0,15.3,40.9,
"Trinity, CA",,,,,,,19.8,13.3,116.6,16.0,23.5,,45.0,33.8,54.8,
"Trinity, TX",86.0,31.3,184727.0,2.2,54.4,13850.0,,11.8,,23.6,,,37.0,26.9,49.8,
"Tripp, SD",181.0,250.4,306306.0,2.3,138.5,5607.0,750.0,9.6,0.0,0.0,2.5,,30.0,18.4,45.1,
"Troup, GA",66.0,4.8,228280.0,3.3,52.3,70742.0,48.3,2.8,10.1,24.3,1.0,6.1,38.0,6.1,39.0,5.0
"Trousdale, TN",48.0,95.9,338205.0,0.3,88.2,11805.0,57.1,,0.0,25.3,23.3,3.1,31.0,5.3,34.6,9.4
"Trumbull, OH",43.0,36.5,156913.0,6.5,,200373.0,41.5,0.2,20.8,21.6,0.8,6.3,57.0,6.8,43.3,
"Tucker, WV",68.0,22.1,199205.0,1.5,,6698.0,65.5,,600.0,16.9,,,53.0,38.7,51.2,
"Tulare, CA",,,,,,,47.2,12.4,8.3,25.5,2.9,5.7,45.0,6.3,32.4,3.3
"Tulsa, OK",46.0,21.0,245647.0,2.8,17.1,682868.0,23.1,9.3,2.0,27.1,5.3,6.4,46.0,8.2,36.2,5.6
"Tunica, MS",53.0,,142894.0,0.7,,9586.0,66.6,0.0,,0.0,,9.5,54.0,23.5,34.7,
"Tuolumne, CA",,,,,,,53.5,16.5,14.2,25.6,1.7,,38.0,27.5,48.8,0.0
"Turner, GA",72.0,,131548.0,0.2,57.2,8915.0,84.0,17.9,0.0,14.8,11.9,,45.0,15.8,37.4,0.1
"Turner, SD",23.0,,302560.0,10.1,0.0,8772.0,39.3,58.6,166.6,22.8,6.1,2.7,55.0,9.3,41.3,
"Tuscaloosa, AL",57.0,16.9,228238.0,1.3,3.2,237373.0,4.0,,8.5,14.8,13.6,8.2,48.0,11.0,33.3,13.6
"Tuscarawas, OH",39.0,10.6,200976.0,5.8,,91874.0,0.6,1.2,,26.8,,4.3,54.0,4.3,42.5,1.6
"Tuscola, MI",51.0,50.0,179372.0,4.1,,53071.0,25.5,,,25.1,,,53.0,10.5,44.6,
"Twiggs, GA",57.0,14.7,94369.0,,36.8,7869.0,0.0,,0.0,22.2,,9.0,41.0,29.7,47.2,
"Twin Falls, ID",51.0,,375483.0,2.7,57.9,95156.0,38.5,13.3,13.1,26.7,10.5,4.9,38.0,5.8,36.1,10.4
"Tyler, TX",83.0,16.4,161855.0,,49.8,20084.0,16.6,,,19.0,,,36.0,25.5,42.5,
"Tyler, WV",54.0,,106163.0,4.0,,8181.0,66.6,,100.0,0.0,,,52.0,23.9,48.4,
"Tyrrell, NC",35.0,,164558.0,,,3376.0,0.0,14.2,,0.0,,,59.0,28.8,46.0,
"Uinta, WY",49.0,,321470.0,4.9,16.3,20605.0,56.6,19.2,41.6,36.9,,,50.0,15.6,36.7,
"Uintah, UT",53.0,26.1,343801.0,4.6,,36458.0,26.9,11.5,68.9,22.2,0.3,5.0,54.0,13.3,33.0,1.1
"Ulster, NY",,,,,,,23.3,23.9,2.5,16.2,2.0,4.4,55.0,14.9,44.3,1.6
"Umatilla, OR",,,,,,,,3.7,10.5,29.6,3.2,4.2,45.0,6.1,36.4,7.0
"Unicoi, TN",43.0,,239880.0,1.3,6.4,17779.0,,,29.4,29.6,,5.2,44.0,10.7,47.4,
"Union, AR",65.0,,122169.0,,,38368.0,,,45.0,12.3,,,54.0,18.9,41.5,
"Union, FL",35.0,,264225.0,1.7,26.7,15551.0,,33.3,,20.0,2.0,,50.0,12.1,40.1,4.4
"Union, GA",59.0,14.0,394670.0,4.1,36.3,25598.0,29.2,19.8,,28.8,12.3,,43.0,26.3,55.9,2.9
"Union, IA",80.0,,149293.0,10.4,,12038.0,,,8.3,20.5,,,53.0,12.6,40.6,
"Union, IL",49.0,,143132.0,0.1,,16972.0,22.5,33.3,,7.5,,,58.0,12.0,44.3,
"Union, IN",41.0,,183098.0,3.2,,7028.0,30.4,15.3,,21.0,,,53.0,12.2,43.7,
"Union, KY",35.0,15.7,132508.0,10.4,52.9,13379.0,8.3,44.4,14.2,0.0,,,43.0,12.6,41.3,
"Union, LA",75.0,8.7,150219.0,0.2,,20914.0,48.2,7.5,,25.0,,6.8,48.0,20.8,43.5,
"Union, MS",82.0,23.7,190619.0,10.1,24.6,28009.0,22.4,3.2,,22.6,,,47.0,17.9,38.4,2.4
"Union, NC",40.0,37.9,450567.0,0.4,45.0,256452.0,82.3,14.5,,31.2,8.7,4.6,41.0,3.9,39.9,10.6
"Union, NJ",,,,,,,22.8,17.3,,8.2,2.6,4.6,62.0,3.5,39.5,5.3
"Union, NM",109.0,,124192.0,4.3,3.2,4039.0,38.4,0.0,,0.0,,,49.0,28.0,40.3,
"Union, OH",37.0,47.4,411450.0,2.7,38.0,69637.0,37.3,22.5,29.1,26.7,25.1,3.4,43.0,2.2,37.9,25.8
"Union, OR",,,,,,,6.7,17.7,,24.4,0.6,4.3,46.0,7.8,40.1,0.3
"Union, PA",53.0,,271813.0,2.9,,42570.0,23.7,,8.3,20.3,,5.7,56.0,11.4,40.5,
"Union, SC",81.0,75.1,111048.0,1.1,62.7,26990.0,18.5,,50.0,28.2,,12.3,33.0,13.1,44.3,
"Union, SD",48.0,,347970.0,2.4,20.1,16916.0,1.5,21.8,,25.0,11.4,3.7,48.0,4.2,40.4,6.6
